# tic,pred,gt,tpeak
141334293,0.999310,1.000000,1341.2089927277
211433156,0.001962,0.000000,1350.8748268526
33837062,0.000160,0.000000,1339.7997594530
140859822,0.003794,0.000000,1340.3562913489
12359079,0.006597,0.000000,1380.7633073285
150187916,0.078802,0.000000,1328.2661344333
237885807,0.470389,1.000000,1361.9873441861
149347629,0.000084,0.000000,1335.7705109775
214912309,0.000237,0.000000,1328.8309908113
197787320,0.004281,0.000000,1359.9154523304
38681518,0.000000,0.000000,1366.2536556617
141212720,0.001000,0.000000,1343.4505019318
167524563,0.014022,0.000000,1333.5467256320
32150630,0.000797,0.000000,1369.5746820542
114794572,1.000000,1.000000,1356.5926637760
120609299,0.000000,0.000000,1361.7892198143
201789285,0.000168,0.000000,1366.2566907592
219328784,0.030862,0.000000,1327.1168565591
70761819,0.001905,0.000000,1359.2895239058
231907973,1.000000,1.000000,1326.3765219614
66412342,0.001385,0.000000,1369.8558729740
77041173,0.000000,0.000000,1375.1771166286
201795667,0.001698,0.000000,1365.0926481904
144403212,0.999677,1.000000,1361.4209732142
231907973,0.002795,0.000000,1325.9945694167
144458200,0.003315,0.000000,1343.7380170792
234284556,0.205805,0.000000,1331.3288203600
31779649,0.000596,0.000000,1369.0207360814
167207809,0.004865,0.000000,1362.6177775462
38822853,0.022920,0.000000,1344.0152182643
197598732,0.008658,0.000000,1346.1772647414
232083054,1.000000,1.000000,1371.2659915022
102071750,1.000000,1.000000,1370.0190477025
206358152,0.000058,0.000000,1363.4607977072
40716679,0.007959,0.000000,1347.2433986207
53842250,1.000000,1.000000,1341.5263526524
53941148,0.009845,0.000000,1342.3430196187
204450571,0.000010,0.000000,1331.0498448509
229070841,0.004786,0.000000,1374.0634064993
141212720,0.000183,0.000000,1344.8754953196
167344043,0.013353,0.000000,1345.7679492959
38461453,0.002786,0.000000,1332.2007658985
201883033,0.086534,1.000000,1365.1619067811
7151484,0.987634,1.000000,1360.1874502655
139804406,0.000175,0.000000,1336.0546633928
139300891,0.003757,0.000000,1331.6210079040
32032816,0.000007,0.000000,1363.1081495246
32068898,0.000000,0.000000,1356.7858589322
141212720,0.000002,0.000000,1352.9059953142
25132999,0.001913,0.000000,1337.4482442465
220433364,0.999938,1.000000,1358.2975666697
114953216,0.021839,0.000000,1329.7219218419
9102812,0.013613,0.000000,1356.7901277310
141945750,0.018272,0.000000,1346.8237622249
92595555,0.999998,1.000000,1340.8471547815
231061242,0.017239,0.000000,1377.3986029322
150188736,0.000582,0.000000,1370.4148615534
52019004,1.000000,1.000000,1343.1483246216
142087451,1.000000,1.000000,1328.9004443896
166852312,0.010001,0.000000,1372.4038452327
219150432,0.000124,0.000000,1329.6974205619
211414575,0.000186,0.000000,1343.1790440721
206548902,0.007899,0.000000,1363.4601839204
237880881,0.000226,0.000000,1379.8941342801
231907973,0.999998,1.000000,1343.2462052271
31798493,0.000000,0.000000,1352.8555379559
69814849,0.001331,0.000000,1375.7386383928
150100421,0.000462,0.000000,1371.1760792365
220523369,0.001801,0.000000,1371.1170265833
147085676,1.000000,1.000000,1333.5702697190
149988104,0.002874,0.000000,1377.9623285204
201860785,0.004927,0.000000,1364.2871217815
201938513,0.001733,0.000000,1369.7826875521
197790801,0.000216,0.000000,1362.7516577897
155897483,0.027188,0.000000,1363.1831211955
31945753,0.004012,0.000000,1370.1386971446
229013887,0.000196,0.000000,1334.6720223511
77041173,0.000000,0.000000,1355.9270680229
176955267,0.000180,0.000000,1326.8638601745
25078924,1.000000,1.000000,1372.5774619587
177389302,0.000068,0.000000,1330.4894526579
29830830,0.000012,0.000000,1358.1869315464
167814740,0.003670,0.000000,1354.8046234963
47337894,0.010285,0.000000,1379.3384072512
232073646,0.006435,0.000000,1361.7868536838
32032816,0.000000,0.000000,1381.3025124221
207172859,1.000000,1.000000,1377.7784714350
150188736,0.007242,0.000000,1374.8912978415
206544316,0.018082,0.000000,1338.2679770876
231914259,0.999996,1.000000,1327.4278526395
66501697,0.003557,0.000000,1363.4637051235
20892891,1.000000,1.000000,1370.4678366944
220556639,0.999999,1.000000,1378.2226087160
231850074,0.000085,0.000000,1325.4367293110
149216532,1.000000,1.000000,1326.0179374209
201878287,0.001561,0.000000,1359.4798860251
141096071,0.000554,0.000000,1380.7571724661
238194430,0.000406,0.000000,1337.9887719588
50472380,0.000001,0.000000,1355.0961345662
141769356,0.000000,0.000000,1379.8929728630
118585716,0.000009,0.000000,1361.2625295784
149216532,1.000000,1.000000,1326.0068262151
53976470,0.000000,0.000000,1334.9526666349
142052876,0.005742,0.000000,1346.5365030018
12359032,0.019347,0.000000,1378.7827801725
234288627,0.024001,0.000000,1344.5854231893
32036415,0.000530,0.000000,1358.7442345325
149103941,0.000356,0.000000,1325.7125336398
32068898,0.000002,0.000000,1345.9858638764
180443507,0.027107,0.000000,1375.4294037781
214516789,0.000002,0.000000,1344.3189889451
201860785,0.034608,0.000000,1379.0580934436
234509975,0.000713,0.000000,1364.3695705036
231277216,0.002530,0.000000,1360.4008219696
220556639,1.000000,1.000000,1340.4890577152
220536421,0.032980,0.000000,1357.2379620836
220526731,0.005619,0.000000,1351.4378560345
13060575,0.007489,0.000000,1354.8109182458
31740375,1.000000,1.000000,1361.4945899532
137772485,0.013670,0.000000,1364.8485999548
32032816,0.000049,0.000000,1360.7400944665
207238086,0.000270,0.000000,1379.8950180734
53726408,0.000005,0.000000,1326.7776271056
38937499,0.005127,0.000000,1372.6731423814
179440946,0.005623,0.000000,1374.6141967231
167602025,0.002162,0.000000,1335.8145588323
229141941,1.000000,1.000000,1373.4614154713
167163906,0.000106,0.000000,1354.8055198842
197787320,0.012544,0.000000,1370.8044707143
139300891,0.008395,0.000000,1331.3293329211
234292783,0.000005,0.000000,1331.6198093888
145964181,0.000203,0.000000,1365.1237009233
237918271,0.000000,0.000000,1365.1221263600
161175809,0.039858,0.000000,1337.1738081507
102086756,0.017214,0.000000,1363.6814451238
25200252,0.008044,0.000000,1325.9970657920
32178036,0.000024,0.000000,1326.8357800862
177036977,0.000000,0.000000,1330.4885530003
237910557,0.001584,0.000000,1345.6290282592
220481179,0.000000,0.000000,1344.2944881655
80362748,0.000000,0.000000,1378.7817084440
167247077,0.010897,0.000000,1352.3052782542
142052876,1.000000,1.000000,1376.4679247245
232062375,0.749809,1.000000,1346.0145791620
206610657,0.000000,0.000000,1354.5307476451
89257479,1.000000,1.000000,1333.3332609408
471012589,0.999997,0.000000,1325.9952516028
201235367,0.002382,0.000000,1377.9662376497
120442975,0.000000,0.000000,1364.5700178900
149347629,0.000119,0.000000,1330.4885116041
234506344,0.000340,0.000000,1337.9902410644
169253572,0.246667,0.000000,1354.5327637458
141769356,0.000000,0.000000,1346.7045469257
9708387,0.009324,0.000000,1360.9609405779
231708319,1.000000,1.000000,1343.6915722136
141423634,0.000022,0.000000,1357.0642790328
31852565,0.000042,0.000000,1333.5485245020
220557560,0.999470,1.000000,1345.7766284077
38680132,0.002339,0.000000,1362.0633653687
183596242,0.020397,0.000000,1356.2204796407
150432211,1.000000,1.000000,1343.2632373794
141769356,0.000002,0.000000,1357.3432918579
31780319,0.000063,0.000000,1377.6749462530
238183068,0.000030,0.000000,1380.4729888602
234305155,0.008542,0.000000,1346.8282904273
92877752,0.013670,0.000000,1332.2027259747
234523773,0.994314,1.000000,1334.3651697327
31740375,0.004398,0.000000,1328.3734687418
201920975,0.000001,0.000000,1370.4174330997
183535753,0.000000,0.000000,1364.2893481430
80083663,1.000000,1.000000,1343.3401837412
234506911,0.012254,0.000000,1360.8194880521
167344197,0.020019,0.000000,1345.9846234404
220460948,0.020413,0.000000,1380.1728508438
40183989,0.002286,0.000000,1371.2782093952
30186108,0.000003,0.000000,1373.2338807808
8962122,0.022193,0.000000,1362.6235797946
126748132,0.001837,0.000000,1329.3092702681
231669332,0.013600,0.000000,1352.5790898587
147133612,0.005930,0.000000,1332.2035519968
66501697,0.985157,1.000000,1366.5304092682
31747041,0.020817,0.000000,1376.8361559087
92595555,1.000000,1.000000,1341.2888129225
139841210,0.073217,1.000000,1329.6241884099
141096071,0.000991,0.000000,1369.8517656723
231857003,0.014667,0.000000,1334.1063064943
115190256,0.000266,0.000000,1337.8885823648
211414575,0.000001,0.000000,1335.4957484802
206548902,0.005051,0.000000,1374.0615697067
31850842,0.000009,0.000000,1375.1763533373
167006919,0.003635,0.000000,1355.0845584357
150359500,1.000000,1.000000,1345.2937070580
5640393,0.999973,1.000000,1356.2208477865
115190256,0.000305,0.000000,1334.6941648626
238194430,0.000045,0.000000,1346.0970623722
220523369,0.999365,1.000000,1380.4961312857
207148580,0.001166,0.000000,1362.6200093617
9102812,0.014788,0.000000,1364.2901883163
89502708,0.008104,0.000000,1355.6482206467
47465993,0.011185,0.000000,1380.7619365119
149175965,0.010253,0.000000,1370.1223867442
55604222,0.018748,0.000000,1327.1124402812
158646362,0.001801,0.000000,1357.0669027086
211438898,0.000011,0.000000,1361.2605324965
38680132,0.000012,0.000000,1359.5647248564
140045538,1.000000,1.000000,1328.5185073178
231835378,0.004589,0.000000,1355.6455073557
149445580,0.001260,0.000000,1352.7583599642
141975926,1.000000,1.000000,1379.6748222019
234547938,0.084680,0.000000,1380.1859413353
102064049,0.000000,0.000000,1369.4039378819
114985772,0.010009,0.000000,1351.6270424396
47424649,0.000373,0.000000,1362.7164033651
177255827,0.003281,0.000000,1372.7901334880
141334293,0.024377,1.000000,1347.0256004173
89466504,0.108276,0.000000,1352.5859307208
188626183,0.000002,0.000000,1354.8110257661
161356637,0.002152,0.000000,1336.6112113814
206649739,0.000005,0.000000,1372.1161203748
29779873,1.000000,1.000000,1331.2259259487
70742156,0.405875,0.000000,1356.7896146136
201919099,0.013670,0.000000,1370.4174906170
32089522,0.999975,1.000000,1328.2983225463
137801807,0.000399,0.000000,1375.4553882527
167006919,0.002840,0.000000,1358.1873267443
32090583,0.000469,0.000000,1333.2676993248
220391763,0.001620,0.000000,1362.6187891245
61178260,0.000001,0.000000,1340.9164687700
101936401,0.999999,1.000000,1362.7690618618
201248233,0.000011,0.000000,1374.3395657737
188586529,0.000013,0.000000,1364.3764461776
38759628,0.005734,0.000000,1350.3131655572
201250285,0.009069,0.000000,1361.6896797337
31740375,0.999998,1.000000,1381.3042419134
219176544,0.003920,0.000000,1342.0420035567
55269690,0.999735,1.000000,1337.0363021111
5727213,0.004806,0.000000,1371.5666813672
237885807,0.000297,0.000000,1374.3802855584
141423634,0.004614,0.000000,1336.8908650864
141212720,0.000087,0.000000,1363.4586940007
142087451,0.000036,0.000000,1334.3878886377
201251167,0.180527,0.000000,1357.3481494472
55453391,0.000076,0.000000,1340.3546503347
147133612,1.000000,1.000000,1335.4868705350
55663720,0.000008,0.000000,1326.2693332655
80337451,0.000031,0.000000,1370.1416657452
25118964,0.016022,0.000000,1363.6384983072
220473037,0.008384,0.000000,1364.5656570715
55604222,0.001844,0.000000,1345.7071884253
38586438,0.000005,1.000000,1370.8704601504
167524563,0.041440,0.000000,1330.7661767164
206502540,0.014332,0.000000,1370.9240733365
175298549,0.001705,0.000000,1379.0600023538
204375878,0.006416,0.000000,1379.0608833795
179040607,0.003854,0.000000,1356.8267559650
234497476,0.000002,0.000000,1330.4917173102
79491341,0.000161,0.000000,1336.6115603065
70742090,0.000009,0.000000,1361.3105249089
197644539,0.000732,0.000000,1332.0107912960
139090254,0.001281,0.000000,1346.7715225544
234526939,0.000714,0.000000,1372.2830332573
50345701,1.000000,1.000000,1332.1657612046
9072094,0.000020,0.000000,1375.8359097432
139285666,0.005999,0.000000,1377.6777679809
100100909,1.000000,1.000000,1368.9340520428
220433364,0.001312,0.000000,1370.7728150070
139722169,0.999676,1.000000,1352.1625792147
218963269,0.002319,0.000000,1375.1772297302
47424873,0.001002,0.000000,1359.2400794538
204450571,0.000149,0.000000,1352.5914671957
102086756,0.999961,1.000000,1357.1341183743
218985069,0.048100,0.000000,1372.6771072078
206624740,0.999990,1.000000,1369.4620713716
38634790,0.000022,0.000000,1359.2855933414
206649739,0.000000,0.000000,1358.2288531257
207080123,0.002612,0.000000,1330.7719419879
80080784,0.001795,0.000000,1346.5471125394
29830830,0.025604,0.000000,1340.8868381238
220512758,0.999998,1.000000,1329.5981552335
234290432,1.000000,1.000000,1346.3198492741
197933191,0.000034,0.000000,1371.2791231098
126748132,0.011321,0.000000,1334.9522882612
179369970,0.005863,0.000000,1349.4463083666
167695269,0.000289,0.000000,1342.6132383660
142087340,0.009361,0.000000,1339.7989332682
150145456,0.000531,0.000000,1341.1924722214
234506911,0.130196,0.000000,1373.9998594210
70775324,0.000001,0.000000,1377.6785842251
70742156,0.001942,0.000000,1361.2605206380
149347629,1.000000,1.000000,1329.7385016297
161175809,1.000000,1.000000,1352.8834606291
214772274,0.009052,0.000000,1341.1979859144
142052876,0.001378,0.000000,1374.0179665818
55744694,0.000501,0.000000,1351.0545643572
8991030,1.000000,1.000000,1373.3445445184
167417695,0.001453,0.000000,1374.6149031075
201883033,0.979231,1.000000,1364.6785690999
70742090,0.000000,0.000000,1371.2244871964
200668936,0.001809,0.000000,1371.5592935962
220526731,0.001935,0.000000,1342.8946975461
231020638,1.000000,1.000000,1370.0068199687
55453391,0.000268,0.000000,1351.1491869750
220556639,1.000000,1.000000,1340.4960022699
229092618,0.004975,0.000000,1360.4036839098
229070841,0.006089,0.000000,1355.6481217788
228508202,0.000000,0.000000,1363.7567862754
5727213,1.000000,1.000000,1373.8805385845
204375878,0.001069,0.000000,1365.9666211754
237885807,1.000000,1.000000,1371.6233762331
207140650,0.999997,1.000000,1376.5145632206
5725904,0.000001,0.000000,1362.3459109919
41898474,0.001397,0.000000,1373.2427828292
140069261,0.030217,0.000000,1346.8169849084
80427866,0.004403,0.000000,1378.7818238591
142087451,0.000011,0.000000,1331.0448701347
237338543,1.000000,1.000000,1341.9384059505
31780319,0.000124,0.000000,1356.2347465355
231708319,1.000000,1.000000,1331.3082414960
237910557,0.001034,0.000000,1327.6786747026
31852565,1.000000,1.000000,1355.4526741215
47465993,0.000356,0.000000,1366.4831521339
140045537,0.000177,0.000000,1333.8296468708
214517415,0.000032,0.000000,1342.5397750810
177115978,0.006169,0.000000,1373.2328021809
66472244,0.006308,0.000000,1366.3359069021
220557792,0.003308,0.000000,1344.0154882694
167812509,0.000002,0.000000,1363.7504956189
167524563,0.008388,0.000000,1338.2647490102
79403675,0.779314,1.000000,1344.1530756497
231712555,0.013849,0.000000,1342.0469428276
231017428,0.092507,1.000000,1380.3152439587
12423835,1.000000,1.000000,1355.9868313232
114985772,1.000000,1.000000,1348.1146521531
220417260,0.000469,0.000000,1365.9617209118
80337451,0.008867,0.000000,1369.8555549883
79011520,0.000002,0.000000,1327.1341489922
231058925,0.000041,0.000000,1375.9638392636
234506911,0.991578,1.000000,1352.7584186822
13060575,0.011916,0.000000,1358.7289956915
141212720,1.000000,1.000000,1379.0793769851
144403212,0.994267,1.000000,1373.6000092508
229807000,0.999994,1.000000,1327.2614634827
201226029,1.000000,1.000000,1363.3330668506
55663720,0.000108,0.000000,1340.0764951033
231017428,0.022454,0.000000,1371.6944480312
201252826,0.000002,0.000000,1329.7019826657
143822655,0.005587,0.000000,1337.2658766985
201919099,0.013670,0.000000,1377.3841932922
50311775,0.000007,0.000000,1375.4848880256
167207566,0.000001,0.000000,1374.8913443632
29830830,0.001146,0.000000,1326.8311591856
71274771,0.000458,0.000000,1347.2383248599
149101411,0.000014,0.000000,1369.0183182972
38602305,0.021102,0.000000,1363.4578778921
25200252,0.999996,1.000000,1340.0528857344
41259321,0.000485,0.000000,1371.2777262410
32068898,0.000070,0.000000,1378.7788009265
55848120,0.000000,0.000000,1354.5281275132
238194430,0.000759,0.000000,1362.0635808116
231090784,0.001368,0.000000,1336.9728458402
206473269,0.024333,0.000000,1333.2721079060
29779873,1.000000,1.000000,1350.3106534257
12393800,0.003108,0.000000,1380.4772113745
177352893,0.000075,0.000000,1341.4726509739
201897406,1.000000,1.000000,1357.8770921010
53842250,0.000000,0.000000,1342.1110738228
207132076,0.989673,1.000000,1373.6021752608
38681518,0.000000,0.000000,1340.3548713545
142086812,1.000000,1.000000,1329.4560951488
161267354,0.008578,0.000000,1350.8751859796
120506718,0.000022,0.000000,1363.7586381050
183306102,0.000000,0.000000,1327.1147022716
147163817,0.000604,0.000000,1329.1119551743
70742059,0.000628,0.000000,1374.3411350082
117874959,0.999988,1.000000,1362.3862982616
201226029,0.000004,0.000000,1365.9663702826
141423634,1.000000,1.000000,1359.0378707055
140045537,0.000570,0.000000,1342.8990367152
91478103,0.013670,0.000000,1350.3191020005
180443507,0.003121,0.000000,1375.1516243273
201292296,0.001767,0.000000,1344.5855350209
167894019,0.004612,0.000000,1372.5324010262
41858253,0.017821,0.000000,1364.2885449606
31747041,0.029845,0.000000,1364.5667542888
219326123,0.013807,0.000000,1328.2709529279
142052876,0.000306,0.000000,1359.3279513282
114953216,0.000384,0.000000,1342.0189952780
167207809,0.013665,0.000000,1371.2774551286
141096071,0.000624,0.000000,1369.0184430262
167305187,0.002464,0.000000,1376.2787545058
224244458,0.021026,0.000000,1365.4090046755
5640393,0.009193,0.000000,1377.2166013534
231857003,0.001773,0.000000,1375.1300779437
167163906,0.998653,1.000000,1345.3347807553
114858562,0.000000,0.000000,1357.3480833128
70742059,0.001449,0.000000,1357.0687875783
32068898,0.000108,0.000000,1346.5414209646
141975926,1.000000,1.000000,1356.6237736735
32036415,0.000297,0.000000,1343.3844714999
229142295,0.000377,0.000000,1379.0585515749
31798493,0.000000,0.000000,1375.1735063450
220433363,1.000000,1.000000,1356.9114241787
25374751,0.000682,0.000000,1343.7389981178
115015715,1.000000,1.000000,1340.5844674383
207144018,0.004341,0.000000,1369.0201817371
207138379,1.000000,1.000000,1355.3782673793
49678165,0.000345,0.000000,1377.9681185587
220481179,0.000062,0.000000,1340.3541387553
237885807,1.000000,1.000000,1343.9303515841
201795667,1.000000,1.000000,1373.2371296485
38680132,0.000009,0.000000,1380.7579615868
38680132,0.000001,0.000000,1336.6060611156
38633243,0.002974,0.000000,1331.3253796919
219176544,0.002387,0.000000,1352.9005251752
142087451,0.006670,0.000000,1341.3433410184
176980970,0.000000,0.000000,1350.0345609114
200668936,0.000282,0.000000,1365.9649139072
55604222,0.017130,0.000000,1377.3965018001
237880881,0.000014,0.000000,1332.9913747610
231867117,1.000000,1.000000,1352.5489708429
149913598,0.003013,0.000000,1327.9581105499
47337894,0.000814,0.000000,1371.2831043869
234502300,0.000165,0.000000,1355.3669349301
149101411,0.000000,0.000000,1359.2849444248
38759628,0.004234,0.000000,1336.0490744665
150167319,0.002825,0.000000,1378.7774853098
167574282,1.000000,1.000000,1368.7367425336
234495456,0.000142,0.000000,1378.0040928597
234506344,0.420335,0.000000,1340.6360911873
206592394,0.992444,1.000000,1378.1737261008
80427281,0.999937,1.000000,1370.7486242612
219328784,0.001035,0.000000,1350.8736939758
201252826,0.000002,0.000000,1337.9910387688
161356637,0.010215,0.000000,1326.2735528509
180443507,0.003943,0.000000,1364.2889675445
180412528,0.004222,0.000000,1337.9897062953
155776875,0.000000,0.000000,1365.6869348036
31381302,0.000054,0.000000,1370.7070150477
53842250,0.000000,0.000000,1328.5678629432
232073219,0.018333,0.000000,1379.3351028382
218963269,0.000001,0.000000,1374.8966811366
25372748,0.007494,0.000000,1331.6221487492
149175965,1.000000,1.000000,1379.6586060243
220481179,0.000815,0.000000,1333.8248785354
40716679,0.012477,0.000000,1332.5058537755
102064049,0.000006,0.000000,1378.7817522362
33837062,1.000000,1.000000,1351.3371372321
231828370,0.013810,0.000000,1349.4483766034
201752612,0.000000,0.000000,1375.1748090301
139090254,0.999986,1.000000,1343.1466051754
92500085,0.000703,0.000000,1337.0665656363
197933191,0.000030,0.000000,1362.8984348119
183535753,0.000001,0.000000,1375.4546608314
231867117,0.001511,0.000000,1362.7780576311
220536421,0.999820,1.000000,1357.5740768010
31381302,0.000197,0.000000,1339.7989085954
231631019,0.019596,0.000000,1350.8749878743
167696018,0.008179,0.000000,1341.4714692337
149248196,0.028382,0.000000,1352.2237538675
237883772,0.999826,1.000000,1354.7888589006
228507309,0.001874,0.000000,1359.9956036631
38586438,1.000000,1.000000,1346.8632508957
31779649,0.002684,0.000000,1330.7679956279
80453023,1.000000,1.000000,1361.8482682994
232083054,0.999989,1.000000,1346.3465997536
32150630,1.000000,1.000000,1374.0552218630
38515801,0.000175,0.000000,1372.6718926132
200668936,1.000000,1.000000,1358.4205017421
220557560,1.000000,1.000000,1327.4652034559
158596311,0.000455,0.000000,1380.4756490821
38762657,0.022193,0.000000,1339.8643512971
231830359,0.013015,0.000000,1332.9911760924
218973487,0.013396,0.000000,1379.0604467711
201883033,0.656806,1.000000,1360.1562965816
139300891,0.009232,0.000000,1360.5754032600
31780319,0.001835,0.000000,1365.1125177369
201861769,0.000047,0.000000,1359.2869310437
206353405,0.002949,0.000000,1374.0623395462
166852312,0.998934,1.000000,1357.8396981777
215197039,0.001354,0.000000,1350.0049715418
234523773,0.001590,0.000000,1344.0833416030
92254720,0.013805,0.000000,1346.4372890595
167207566,0.000094,0.000000,1358.1872565921
8991030,0.005142,0.000000,1375.3181554707
220513299,0.002673,0.000000,1363.7533191022
150321663,0.000000,0.000000,1328.5465863767
154842794,0.017727,0.000000,1355.1023344856
158646362,0.007602,0.000000,1354.5307426683
52284854,0.000086,0.000000,1362.3426631530
197866266,0.999915,1.000000,1366.6876129532
150167319,0.000002,0.000000,1357.6231999991
92865531,0.001164,0.000000,1351.4412400232
215197039,0.069509,0.000000,1341.4771318577
149347480,0.024991,0.000000,1380.1724011328
114858562,0.000004,0.000000,1361.2606894132
80080784,0.359451,1.000000,1331.2122551439
234529160,1.000000,1.000000,1375.3525403109
206544316,0.000009,0.000000,1374.3403333809
232062375,0.973984,1.000000,1335.3813640356
229060052,0.006139,0.000000,1342.3401290060
206623351,0.000001,0.000000,1375.7320311404
140045537,0.000701,0.000000,1333.5518693372
117874958,0.002362,0.000000,1373.7947300068
234509975,0.009964,0.000000,1349.7598880767
40183989,0.002221,0.000000,1364.5657585568
167574282,0.001616,0.000000,1380.7562695212
25132694,0.006332,0.000000,1377.9633860571
114794572,0.000000,0.000000,1379.8873690235
139804406,0.001041,0.000000,1343.4531789499
201226029,0.999466,1.000000,1345.1927903597
167164775,0.009065,0.000000,1336.6056880706
234305155,0.025397,0.000000,1330.7684879609
69814849,0.000020,0.000000,1364.2903022627
9210746,0.662076,1.000000,1371.7054750855
201235367,0.004191,0.000000,1370.1413975154
117549840,0.000412,0.000000,1378.7833166818
234502300,0.004722,0.000000,1379.0583275504
25374751,0.000033,0.000000,1325.4400345155
232062375,0.000995,1.000000,1345.6284740534
69925469,0.000139,0.000000,1372.3943522544
150100421,0.004436,0.000000,1343.7328314159
176873028,0.016412,0.000000,1345.9666606825
220476782,0.013235,0.000000,1344.2944084408
31381302,1.000000,1.000000,1359.5723876776
158623009,1.000000,1.000000,1366.1349981107
149445580,0.000517,0.000000,1326.5499163955
142086812,0.054306,0.000000,1340.0767798546
47424649,0.996760,1.000000,1354.8289586336
38518773,0.000233,0.000000,1370.1385692050
231708319,1.000000,1.000000,1343.6762945553
158596311,0.000686,0.000000,1360.9602636794
204450571,1.000000,1.000000,1349.4637341830
141212720,0.015268,0.000000,1374.1710918791
201857950,0.000055,0.000000,1362.3426305827
167247077,0.076217,0.000000,1363.0219030446
231850074,0.004704,0.000000,1336.8925243615
206548902,0.025564,0.000000,1380.7281763652
166808151,0.013576,0.000000,1373.1886795824
207238086,0.000190,0.000000,1369.5754483862
142087340,0.004271,0.000000,1343.9988799475
167525513,0.000001,0.000000,1337.1673741156
200668936,0.000252,0.000000,1363.1829877985
167087044,0.002011,0.000000,1380.1719218420
201860785,0.007780,0.000000,1360.4009491503
234333175,0.000034,0.000000,1354.2518212037
25200252,0.005295,0.000000,1351.7264616246
150432211,0.000015,0.000000,1334.1035161896
200769811,0.000017,0.000000,1372.8311007253
167525513,0.005746,0.000000,1340.0756944931
149101411,0.985517,1.000000,1363.7599687576
158595208,0.042742,0.000000,1360.8573226589
53752822,0.002730,0.000000,1342.0569846121
89502706,1.000000,1.000000,1369.3845161967
137801807,0.000273,0.000000,1372.1179646793
234506911,1.000000,1.000000,1347.5889718117
149175965,1.000000,1.000000,1378.2849823922
234333175,0.000611,0.000000,1330.4906640344
141769356,0.000000,0.000000,1379.0554859788
25132999,0.999731,1.000000,1372.5870026113
234333175,0.000289,0.000000,1370.1683520679
155897483,0.012944,0.000000,1370.1414143961
231835378,0.003285,0.000000,1351.0135542424
207140650,0.006802,0.000000,1362.4436103253
33878971,0.000050,0.000000,1359.4105801870
149445580,0.000330,0.000000,1342.3347073323
166808151,1.000000,1.000000,1359.2425990373
229157853,0.007055,0.000000,1379.3363070537
207144018,0.616922,1.000000,1373.3799643556
141769356,0.000003,0.000000,1335.0991316671
167207566,0.000000,0.000000,1341.7651246044
237880881,1.000000,1.000000,1374.9261616265
31381302,0.001623,0.000000,1337.5405949317
179040607,0.000485,0.000000,1346.8281469729
144403212,0.166933,1.000000,1371.4153262196
234495456,0.013864,0.000000,1361.4613043474
117512124,0.014675,0.000000,1334.9518341525
231914259,0.999277,1.000000,1371.9584046457
167165793,0.012762,0.000000,1365.4039736738
32178036,0.000053,0.000000,1340.3597057549
167344043,0.999038,1.000000,1372.7066250298
12931952,0.000074,0.000000,1377.6259501377
92500085,0.003787,0.000000,1330.4943804559
101936401,0.004491,0.000000,1369.0218813915
219150432,0.006971,0.000000,1343.4476370395
229066844,0.027352,0.000000,1354.8107200520
149019616,0.001722,0.000000,1375.4549258086
139841210,0.988722,1.000000,1334.0491937588
29780677,0.002728,0.000000,1363.7522636761
70798821,0.000685,0.000000,1369.3006231225
220436250,0.026062,0.000000,1374.8923011395
149445580,0.018708,0.000000,1329.1068766860
150100421,0.000388,0.000000,1341.7633726163
100100909,0.000001,0.000000,1375.2910600558
102071750,1.000000,1.000000,1365.4356701904
147133612,1.000000,1.000000,1342.6270616789
52019004,0.000041,0.000000,1358.4885187749
229807051,0.003827,0.000000,1336.0337196968
231914259,0.017517,0.000000,1332.1265524082
120442975,0.000000,0.000000,1356.2102202827
234506911,0.478843,1.000000,1329.9374090156
31798732,0.003234,0.000000,1357.9041265913
167574282,0.066378,0.000000,1349.4450234731
29779873,0.000013,0.000000,1342.0842688156
140859822,0.000272,0.000000,1346.7854214327
149347480,0.008023,0.000000,1351.7415171654
32032816,0.000000,0.000000,1365.0942572684
183984201,0.008898,0.000000,1358.7477493944
8962122,0.003713,0.000000,1373.2389701182
66356853,0.999990,1.000000,1361.9155951504
150359982,0.002690,0.000000,1336.8895785025
140579674,0.010562,0.000000,1369.5742775753
201938513,0.007732,0.000000,1373.5354923557
2760232,0.003488,0.000000,1370.2985884770
38634790,0.000142,0.000000,1365.5189597040
160113240,1.000000,1.000000,1380.1989139844
220557792,0.005575,0.000000,1346.5446933200
234495456,1.000000,1.000000,1350.8405172335
142052608,0.000104,0.000000,1336.8908648930
32150630,0.001027,0.000000,1365.6830315402
206327795,0.018344,0.000000,1330.4928246753
155895287,0.000049,0.000000,1355.6469489725
141423634,0.002848,0.000000,1342.6144232069
147421845,1.000000,1.000000,1353.1476686059
150188736,0.995407,1.000000,1364.7731528878
31798493,0.000000,0.000000,1380.4734537315
139285666,0.080753,0.000000,1373.7820584188
142086812,0.003919,0.000000,1343.7420075265
115242300,1.000000,1.000000,1372.8754553759
229142295,0.000393,0.000000,1371.2807754019
141769356,0.000000,0.000000,1374.3361087639
31850842,0.008176,0.000000,1360.4805432751
38602307,0.000268,0.000000,1357.6272690049
38518773,0.001368,0.000000,1341.3117781940
179369970,0.030892,0.000000,1331.9074818134
5676537,0.992856,1.000000,1354.4374711890
